seed;numberOfExperiments;numberOfParameters;N;time;solution;scaled_solution;dual_gap;rel_dual_gap;ncalls;num_nodes;termination
5;100;10;20.0;0.068;-0.5709473072818604;-57.094730728186036;0.004181125452753065;0.00732313717820717;72;6;OPTIMAL
6;100;10;20.0;0.065;-0.5960403609995827;-59.60403609995827;0.0046762384610735674;0.007845506390257424;76;6;OPTIMAL
7;100;10;20.0;0.057;-0.5844837273001993;-58.448372730019926;0.004402047191290337;0.007531513685802551;70;5;OPTIMAL
8;100;10;20.0;0.068;-0.584058162796731;-58.4058162796731;0.005508136438377442;0.009430801227059355;73;5;OPTIMAL
9;100;10;20.0;0.052;-0.5771857970056473;-57.71857970056473;0.004567452369438119;0.00791331386380845;63;5;OPTIMAL
10;100;10;20.0;0.044;-0.584060721374483;-58.4060721374483;0.005727479763469545;0.009806308751581413;58;5;OPTIMAL
11;100;10;20.0;0.08;-0.5700732783748588;-57.007327837485875;0.0045372424838898695;0.007959051329022915;76;6;OPTIMAL
2;100;10;30.0;0.047;-0.6038129259940308;-60.38129259940308;0.0054182084373249895;0.00897332303445679;64;5;OPTIMAL
3;100;10;30.0;0.046;-0.6135244399174908;-61.352443991749084;0.0052368988288228335;0.008535762372444546;61;5;OPTIMAL
4;100;10;30.0;0.04;-0.6330317372406404;-63.303173724064045;0.0055707976337121545;0.008800186951123548;53;5;OPTIMAL
5;100;10;30.0;0.043;-0.6118740893939428;-61.18740893939428;0.005596036749378697;0.009145732506701719;50;4;OPTIMAL
6;100;10;30.0;0.038;-0.637346163406803;-63.7346163406803;0.005389393086061456;0.008455990473455684;54;5;OPTIMAL
7;100;10;30.0;0.05;-0.6253098441746345;-62.53098441746345;0.004963050389355073;0.00793694587665728;70;6;OPTIMAL
8;100;10;30.0;0.046;-0.6257033190445064;-62.57033190445064;0.005082884983890423;0.00812347454325854;51;4;OPTIMAL
9;100;10;30.0;0.036;-0.616899332990125;-61.6899332990125;0.005954913855074406;0.009652975026266934;58;5;OPTIMAL
10;100;10;30.0;0.05;-0.6254877577765332;-62.54877577765332;0.006013231205829639;0.009613667303745974;57;4;OPTIMAL
11;100;10;30.0;0.051;-0.6115460015185298;-61.154600151852975;0.004569671620903493;0.007472326872478181;52;4;OPTIMAL
2;100;10;10.0;1.507;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.478;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.191;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
5;100;10;10.0;0.104;-0.48856049370023213;-48.856049370023214;0.004561889117651541;0.00933740893190311;138;16;OPTIMAL
6;100;10;10.0;0.134;-0.5083098936433135;-50.830989364331344;0.0049016702378723576;0.009643074626660548;156;18;OPTIMAL
7;100;10;10.0;0.141;-0.4984004981316101;-49.84004981316101;0.004806076629986389;0.009643001257027783;161;18;OPTIMAL
8;100;10;10.0;0.09;-0.5014466007623267;-50.144660076232675;0.0044480095033657685;0.00887035528130744;121;13;OPTIMAL
9;100;10;10.0;0.08;-0.49368651606775493;-49.368651606775494;0.004601279106304701;0.009320244642195592;113;15;OPTIMAL
10;100;10;10.0;0.055;-0.5089785364981211;-50.897853649812106;0.004593610496544276;0.009025155614909183;84;9;OPTIMAL
11;100;10;10.0;0.073;-0.4877829419374005;-48.77829419374005;0.0046753237889102794;0.009584844788422892;106;12;OPTIMAL
2;100;10;10.0;2.503;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.504;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.202;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
5;100;10;10.0;0.109;-0.48856049370023213;-48.856049370023214;0.004561889117651541;0.00933740893190311;138;16;OPTIMAL
6;100;10;10.0;0.123;-0.5083098936433135;-50.830989364331344;0.0049016702378723576;0.009643074626660548;156;18;OPTIMAL
7;100;10;10.0;0.149;-0.4984004981316101;-49.84004981316101;0.004806076629986389;0.009643001257027783;161;18;OPTIMAL
8;100;10;10.0;0.097;-0.5014466007623267;-50.144660076232675;0.0044480095033657685;0.00887035528130744;121;13;OPTIMAL
9;100;10;10.0;0.083;-0.49368651606775493;-49.368651606775494;0.004601279106304701;0.009320244642195592;113;15;OPTIMAL
10;100;10;10.0;0.059;-0.5089785364981211;-50.897853649812106;0.004593610496544276;0.009025155614909183;84;9;OPTIMAL
11;100;10;10.0;0.076;-0.4877829419374005;-48.77829419374005;0.0046753237889102794;0.009584844788422892;106;12;OPTIMAL
2;100;10;20.0;0.153;-0.5602589883335528;-56.02589883335528;0.0053826523882897215;0.009607436025792298;123;9;OPTIMAL
3;100;10;20.0;0.042;-0.5690525430442401;-56.90525430442401;0.005610564589501599;0.009859484256914065;73;8;OPTIMAL
4;100;10;20.0;0.067;-0.5927468383971518;-59.27468383971518;0.004212233495251239;0.007106294327341415;69;7;OPTIMAL
5;100;10;20.0;0.095;-0.5709473072818604;-57.094730728186036;0.004181125452753065;0.00732313717820717;72;6;OPTIMAL
6;100;10;20.0;0.064;-0.5960403609995827;-59.60403609995827;0.0046762384610735674;0.007845506390257424;76;6;OPTIMAL
7;100;10;20.0;0.053;-0.5844837273001993;-58.448372730019926;0.004402047191290337;0.007531513685802551;70;5;OPTIMAL
8;100;10;20.0;0.061;-0.584058162796731;-58.4058162796731;0.005508136438377442;0.009430801227059355;73;5;OPTIMAL
9;100;10;20.0;0.048;-0.5771857970056473;-57.71857970056473;0.004567452369438119;0.00791331386380845;63;5;OPTIMAL
10;100;10;20.0;0.04;-0.584060721374483;-58.4060721374483;0.005727479763469545;0.009806308751581413;58;5;OPTIMAL
11;100;10;20.0;0.074;-0.5700732783748588;-57.007327837485875;0.0045372424838898695;0.007959051329022915;76;6;OPTIMAL
2;100;10;30.0;0.045;-0.6038129259940308;-60.38129259940308;0.0054182084373249895;0.00897332303445679;64;5;OPTIMAL
3;100;10;30.0;0.044;-0.6135244399174908;-61.352443991749084;0.0052368988288228335;0.008535762372444546;61;5;OPTIMAL
4;100;10;30.0;0.036;-0.6330317372406404;-63.303173724064045;0.0055707976337121545;0.008800186951123548;53;5;OPTIMAL
5;100;10;30.0;0.04;-0.6118740893939428;-61.18740893939428;0.005596036749378697;0.009145732506701719;50;4;OPTIMAL
6;100;10;30.0;0.036;-0.637346163406803;-63.7346163406803;0.005389393086061456;0.008455990473455684;54;5;OPTIMAL
7;100;10;30.0;0.046;-0.6253098441746345;-62.53098441746345;0.004963050389355073;0.00793694587665728;70;6;OPTIMAL
8;100;10;30.0;0.042;-0.6257033190445064;-62.57033190445064;0.005082884983890423;0.00812347454325854;51;4;OPTIMAL
9;100;10;30.0;0.033;-0.616899332990125;-61.6899332990125;0.005954913855074406;0.009652975026266934;58;5;OPTIMAL
10;100;10;30.0;0.043;-0.6254877577765332;-62.54877577765332;0.006013231205829639;0.009613667303745974;57;4;OPTIMAL
11;100;10;30.0;0.046;-0.6115460015185298;-61.154600151852975;0.004569671620903493;0.007472326872478181;52;4;OPTIMAL
2;100;10;10.0;1.523;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.48;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.191;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
2;100;10;20.0;0.149;-0.5602589883335528;-56.02589883335528;0.0053826523882897215;0.009607436025792298;123;9;OPTIMAL
3;100;10;20.0;0.046;-0.5690525430442401;-56.90525430442401;0.005610564589501599;0.009859484256914065;73;8;OPTIMAL
4;100;10;20.0;0.058;-0.5927468383971518;-59.27468383971518;0.004212233495251239;0.007106294327341415;69;7;OPTIMAL
2;100;10;30.0;0.044;-0.6038129259940308;-60.38129259940308;0.0054182084373249895;0.00897332303445679;64;5;OPTIMAL
3;100;10;30.0;0.042;-0.6135244399174908;-61.352443991749084;0.0052368988288228335;0.008535762372444546;61;5;OPTIMAL
4;100;10;30.0;0.034;-0.6330317372406404;-63.303173724064045;0.0055707976337121545;0.008800186951123548;53;5;OPTIMAL
2;100;10;10.0;1.604;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.507;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.199;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
2;100;10;20.0;0.15;-0.5602589883335528;-56.02589883335528;0.0053826523882897215;0.009607436025792298;123;9;OPTIMAL
3;100;10;20.0;0.042;-0.5690525430442401;-56.90525430442401;0.005610564589501599;0.009859484256914065;73;8;OPTIMAL
4;100;10;20.0;0.058;-0.5927468383971518;-59.27468383971518;0.004212233495251239;0.007106294327341415;69;7;OPTIMAL
2;100;10;30.0;0.041;-0.6038129259940308;-60.38129259940308;0.0054182084373249895;0.00897332303445679;64;5;OPTIMAL
3;100;10;30.0;0.043;-0.6135244399174908;-61.352443991749084;0.0052368988288228335;0.008535762372444546;61;5;OPTIMAL
4;100;10;30.0;0.034;-0.6330317372406404;-63.303173724064045;0.0055707976337121545;0.008800186951123548;53;5;OPTIMAL
2;100;10;10.0;1.597;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.508;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.203;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
2;100;10;20.0;0.15;-0.5602589883335528;-56.02589883335528;0.0053826523882897215;0.009607436025792298;123;9;OPTIMAL
3;100;10;20.0;0.043;-0.5690525430442401;-56.90525430442401;0.005610564589501599;0.009859484256914065;73;8;OPTIMAL
4;100;10;20.0;0.06;-0.5927468383971518;-59.27468383971518;0.004212233495251239;0.007106294327341415;69;7;OPTIMAL
2;100;10;30.0;0.045;-0.6038129259940308;-60.38129259940308;0.0054182084373249895;0.00897332303445679;64;5;OPTIMAL
3;100;10;30.0;0.043;-0.6135244399174908;-61.352443991749084;0.0052368988288228335;0.008535762372444546;61;5;OPTIMAL
4;100;10;30.0;0.035;-0.6330317372406404;-63.303173724064045;0.0055707976337121545;0.008800186951123548;53;5;OPTIMAL
2;100;10;10.0;1.535;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.522;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.196;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
2;100;10;20.0;0.146;-0.5602589883335528;-56.02589883335528;0.0053826523882897215;0.009607436025792298;123;9;OPTIMAL
3;100;10;20.0;0.044;-0.5690525430442401;-56.90525430442401;0.005610564589501599;0.009859484256914065;73;8;OPTIMAL
4;100;10;20.0;0.06;-0.5927468383971518;-59.27468383971518;0.004212233495251239;0.007106294327341415;69;7;OPTIMAL
2;100;10;30.0;0.042;-0.6038129259940308;-60.38129259940308;0.0054182084373249895;0.00897332303445679;64;5;OPTIMAL
3;100;10;30.0;0.044;-0.6135244399174908;-61.352443991749084;0.0052368988288228335;0.008535762372444546;61;5;OPTIMAL
4;100;10;30.0;0.036;-0.6330317372406404;-63.303173724064045;0.0055707976337121545;0.008800186951123548;53;5;OPTIMAL
2;100;10;10.0;1.525;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.484;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.194;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
2;100;10;20.0;0.149;-0.5602589883335528;-56.02589883335528;0.0053826523882897215;0.009607436025792298;123;9;OPTIMAL
3;100;10;20.0;0.043;-0.5690525430442401;-56.90525430442401;0.005610564589501599;0.009859484256914065;73;8;OPTIMAL
4;100;10;20.0;0.055;-0.5927468383971518;-59.27468383971518;0.004212233495251239;0.007106294327341415;69;7;OPTIMAL
2;100;10;30.0;0.041;-0.6038129259940308;-60.38129259940308;0.0054182084373249895;0.00897332303445679;64;5;OPTIMAL
3;100;10;30.0;0.042;-0.6135244399174908;-61.352443991749084;0.0052368988288228335;0.008535762372444546;61;5;OPTIMAL
4;100;10;30.0;0.036;-0.6330317372406404;-63.303173724064045;0.0055707976337121545;0.008800186951123548;53;5;OPTIMAL
2;100;10;10.0;1.514;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.484;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.197;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
2;100;10;20.0;0.149;-0.5602589883335528;-56.02589883335528;0.0053826523882897215;0.009607436025792298;123;9;OPTIMAL
3;100;10;20.0;0.039;-0.5690525430442401;-56.90525430442401;0.005610564589501599;0.009859484256914065;73;8;OPTIMAL
4;100;10;20.0;0.056;-0.5927468383971518;-59.27468383971518;0.004212233495251239;0.007106294327341415;69;7;OPTIMAL
2;100;10;30.0;0.042;-0.6038129259940308;-60.38129259940308;0.0054182084373249895;0.00897332303445679;64;5;OPTIMAL
3;100;10;30.0;0.043;-0.6135244399174908;-61.352443991749084;0.0052368988288228335;0.008535762372444546;61;5;OPTIMAL
4;100;10;30.0;0.036;-0.6330317372406404;-63.303173724064045;0.0055707976337121545;0.008800186951123548;53;5;OPTIMAL
2;100;10;10.0;1.533;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.482;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.194;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
2;100;10;20.0;0.15;-0.5602589883335528;-56.02589883335528;0.0053826523882897215;0.009607436025792298;123;9;OPTIMAL
3;100;10;20.0;0.043;-0.5690525430442401;-56.90525430442401;0.005610564589501599;0.009859484256914065;73;8;OPTIMAL
4;100;10;20.0;0.078;-0.5927468383971518;-59.27468383971518;0.004212233495251239;0.007106294327341415;69;7;OPTIMAL
2;100;10;30.0;0.043;-0.6038129259940308;-60.38129259940308;0.0054182084373249895;0.00897332303445679;64;5;OPTIMAL
3;100;10;30.0;0.04;-0.6135244399174908;-61.352443991749084;0.0052368988288228335;0.008535762372444546;61;5;OPTIMAL
4;100;10;30.0;0.036;-0.6330317372406404;-63.303173724064045;0.0055707976337121545;0.008800186951123548;53;5;OPTIMAL
2;100;10;10.0;1.515;-0.4464159373191212;-44.641593731912124;0.004117163948603675;0.009222708251252492;650;54;OPTIMAL
3;100;10;10.0;0.481;-0.4738757007481509;-47.38757007481509;0.004202654713745035;0.008868685832824769;337;34;OPTIMAL
4;100;10;10.0;0.191;-0.5035055135029887;-50.350551350298865;0.00458931339312918;0.009114723215641489;191;21;OPTIMAL
5;100;10;10.0;0.101;-0.48856049370023213;-48.856049370023214;0.004561889117651541;0.00933740893190311;138;16;OPTIMAL
6;100;10;10.0;0.114;-0.5083098936433135;-50.830989364331344;0.0049016702378723576;0.009643074626660548;156;18;OPTIMAL
7;100;10;10.0;0.141;-0.4984004981316101;-49.84004981316101;0.004806076629986389;0.009643001257027783;161;18;OPTIMAL
8;100;10;10.0;0.091;-0.5014466007623267;-50.144660076232675;0.0044480095033657685;0.00887035528130744;121;13;OPTIMAL
9;100;10;10.0;0.081;-0.49368651606775493;-49.368651606775494;0.004601279106304701;0.009320244642195592;113;15;OPTIMAL
10;100;10;10.0;0.054;-0.5089785364981211;-50.897853649812106;0.004593610496544276;0.009025155614909183;84;9;OPTIMAL
11;100;10;10.0;0.069;-0.4877829419374005;-48.77829419374005;0.0046753237889102794;0.009584844788422892;106;12;OPTIMAL
2;100;10;15.0;0.057;-0.5330126204059338;-53.30126204059338;0.0039796126155567935;0.007466263392649099;64;7;OPTIMAL
3;100;10;15.0;0.084;-0.5413289505306199;-54.13289505306199;0.0043477551417259175;0.008031632406624795;64;8;OPTIMAL
4;100;10;15.0;0.038;-0.5610876112736407;-56.10876112736407;0.005479435376356201;0.009765739371643151;57;6;OPTIMAL
5;100;10;15.0;0.04;-0.5420595364869272;-54.20595364869272;0.0040462572343034076;0.0074645992957288205;57;6;OPTIMAL
6;100;10;15.0;0.033;-0.5658951752322641;-56.589517523226405;0.004518573571233975;0.007984824343800753;46;5;OPTIMAL
7;100;10;15.0;0.034;-0.5538412847476638;-55.38412847476638;0.00447725731994475;0.008084007897650023;62;8;OPTIMAL
8;100;10;15.0;0.061;-0.5541454792557501;-55.41454792557501;0.004512865097186958;0.008143827327163258;61;6;OPTIMAL
9;100;10;15.0;0.032;-0.5465625617447407;-54.65625617447407;0.0036420770009232273;0.006663604966459767;53;7;OPTIMAL
10;100;10;15.0;0.035;-0.5552336418634956;-55.52336418634955;0.0052184171010032365;0.009398596748368836;51;5;OPTIMAL
11;100;10;15.0;0.056;-0.5391783464640743;-53.91783464640743;0.005223545344752778;0.009687973152128108;61;8;OPTIMAL
2;100;10;20.0;0.179;-0.5602589883335528;-56.02589883335528;0.0053826523882897215;0.009607436025792298;123;9;OPTIMAL
3;100;10;20.0;0.042;-0.5690525430442401;-56.90525430442401;0.005610564589501599;0.009859484256914065;73;8;OPTIMAL
4;100;10;20.0;0.071;-0.5927468383971518;-59.27468383971518;0.004212233495251239;0.007106294327341415;69;7;OPTIMAL
5;100;10;20.0;0.072;-0.5709473072818604;-57.094730728186036;0.004181125452753065;0.00732313717820717;72;6;OPTIMAL
6;100;10;20.0;0.07;-0.5960403609995827;-59.60403609995827;0.0046762384610735674;0.007845506390257424;76;6;OPTIMAL
7;100;10;20.0;0.066;-0.5844837273001993;-58.448372730019926;0.004402047191290337;0.007531513685802551;70;5;OPTIMAL
8;100;10;20.0;0.072;-0.584058162796731;-58.4058162796731;0.005508136438377442;0.009430801227059355;73;5;OPTIMAL
9;100;10;20.0;0.046;-0.5771857970056473;-57.71857970056473;0.004567452369438119;0.00791331386380845;63;5;OPTIMAL
10;100;10;20.0;0.035;-0.584060721374483;-58.4060721374483;0.005727479763469545;0.009806308751581413;58;5;OPTIMAL
11;100;10;20.0;0.067;-0.5700732783748588;-57.007327837485875;0.0045372424838898695;0.007959051329022915;76;6;OPTIMAL
